Company Name,Year of experience,Job location,Skills required,Publised days ago
LoginRadius Inc.,10 yrs,,"sales enablement  ,  content strategy  ,  demand generation  ,  marketing campaigns  ,  marketing executive  ,  campaigns  ,  segmentation  ,  seo  ,  integrated marketing  ,  marketing  ,  product marketing  ,  marketing programs",1.0
Larsen & Toubro Infotech Ltd,7 yrs,Bengaluru / Bangalore,"information technology  ,  database  ,  xml  ,  json  ,  software engineering  ,  software engineer  ,  c#  ,  rest  ,  python  ,  oracle  ,  .net  ,  reporting tools  ,  soap",1.0
Colgate-Palmolive  ( India ),7 yrs,,"ajax  ,  spring  ,  soap",1.0
Merkle Inc.,8 yrs,,"project management  ,  technology solutions  ,  technical consultant  ,  technical lead  ,  technology implementation  ,  technical consultancy  ,  consultant  ,  system architecture",1.0
sandvik asia,3 yrs,"Pune,  Bengaluru / Bangalore","software design  ,  security  ,  system development  ,  debugging  ,  crm  ,  c#  ,  javascript",1.0
APTIV,3 yrs,,"safety manager  ,  plant manager  ,  safety  ,  manufacturing  ,  scheduling  ,  action  ,  ideas  ,  planning  ,  manufacturing manager  ,  manufacturing operations  ,  automotive manufacturing  ,  production  ,  lean",1.0
Vestas Wind Technology India Pvt Ltd,5 yrs,Chennai,"information technology  ,  apache  ,  java  ,  mysql  ,  python  ,  director  ,  linux  ,  software engineer  ,  magento  ,  rest  ,  problem solving  ,  php",1.0
Koch Global Business Services,10 yrs,Bengaluru / Bangalore,"financial analysis  ,  accounting  ,  ratio analysis  ,  cash flow  ,  reporting  ,  financial statements  ,  balance sheet  ,  profit  &  loss  ,  accounts  ,  finance",1.0
Koch Global Business Services,10 yrs,Bengaluru / Bangalore,"financial analysis  ,  accounting  ,  ratio analysis  ,  cash flow  ,  reporting  ,  financial statements  ,  balance sheet  ,  profit  &  loss  ,  accounts  ,  finance",1.0
Koch Global Business Services,10 yrs,Bengaluru / Bangalore,"financial analysis  ,  accounting  ,  ratio analysis  ,  cash flow  ,  reporting  ,  financial statements  ,  balance sheet  ,  profit  &  loss  ,  accounts  ,  finance",1.0
Alstom Projects India Ltd.,3 yrs,Belgium,"system architect  ,  engineering manager  ,  infrastructure  ,  collaboration",1.0
Alstom Projects India Ltd.,8 yrs,Italy,"change management  ,  pmp  ,  project manager  ,  project management  ,  c  ,  director  ,  project governance  ,  infrastructure  ,  collaboration",1.0
quacquarelli symonds pvt ltd,3 yrs,Bengaluru / Bangalore,"learning  ,  recruitment  ,  leave  ,  career development",1.0
qs quacquarelli symonds india pvt ltd,3 yrs,,"learning  ,  recruitment  ,  leave  ,  career development",1.0
TE Connectivity Ltd,6 yrs,Pune,"manufacturing engineer  ,  manufacturing  ,  pro-e  ,  injection molding  ,  product engineering  ,  dvp  ,  apqp  ,  fabrication  ,  ideas  ,  dfm  ,  3d cad  ,  dfmea  ,  product specifications",1.0
Larsen & Toubro Infotech Ltd,3 yrs,,"rest api  ,  apache  ,  java  ,  xml  ,  camel  ,  devops  ,  j2ee  ,  javascript  ,  messaging  ,  nosql  ,  node.js  ,  soap  ,  cloudera  ,  hadoop developer  ,  scala  ,  storage  ,  docker  ,  debugging  ,  json  ,  teamcity  ,  middleware  ,  cloud services  ,  solution architect  ,  ruby",1.0
Larsen & Toubro Infotech Ltd,5 yrs,,"jdbc  ,  java  ,  git  ,  devops  ,  j2ee  ,  json  ,  big data  ,  mongodb  ,  windows  ,  production support  ,  unix  ,  soap",1.0
BOSTON SCIENTIFIC,8 yrs,,"business requirements  ,  solution delivery  ,  user stories  ,  business analyst  ,  solution design  ,  it business analyst  ,  business process  ,  analyst  ,  documentation skills",1.0
Alstom Projects India Ltd.,13 yrs,Canada,"safety  ,  project installation  ,  commissioning  ,  ehs  ,  maintenance  ,  supervisor",1.0
SYSTEM SOFT INC.,10 yrs,Philippines,"hr  ,  communication skills  ,  employee relations  ,  hr policies  ,  hr manager  ,  employee engagement  ,  hr processes  ,  compensation  ,  payroll  ,  performance management  ,  disciplinary action",1.0
Tata Communications Ltd,3 yrs,Mumbai,"network  ,  installation  ,  ip  ,  ethernet  ,  infrastructure  ,  broadband",1.0
Alstom Projects India Ltd.,3 yrs,,"data testing  ,  tester  ,  it skills  ,  testing  ,  system testing  ,  infrastructure  ,  functional tester  ,  agile",1.0
GLG,2 yrs,,"css  ,  software support engineer  ,  software engineer  ,  html  ,  python  ,  javascript  ,  node.js  ,  application support  ,  angularjs",1.0
linde plc,7 yrs,Bengaluru / Bangalore,"oop  ,  web developer  ,  asp.net  ,  web development  ,  oracle  ,  linq  ,  .net  ,  ado.net  ,  database management  ,  git  ,  it projects  ,  debugging  ,  mvc  ,  c  ,  entity framework  ,  svn  ,  c# programming",1.0
AMAZON INDIA PVT LTD,6 yrs,Hyderabad/Secunderabad,"email marketing  ,  marketing automation  ,  marketing  ,  trade",1.0
AMAZON INDIA PVT LTD,6 yrs,Hyderabad/Secunderabad,"email marketing  ,  marketing automation  ,  marketing  ,  trade",1.0
freshworks technologies ltd,8 yrs,Bengaluru / Bangalore,"crm  ,  san  ,  natural language processing  ,  machine learning  ,  messaging  ,  written communication",1.0
Exxonmobil Company India Pvt Ltd,6 yrs,,"security  ,  database  ,  computer skills  ,  rest  ,  leadership skills",1.0
TandA HR Solutions,8 yrs,Mohali,"network penetration testing  ,  technology consulting  ,  cisa  ,  imperva  ,  ddos  ,  system security  ,  cissp  ,  security  ,  network automation  ,  cyber security  ,  consultant  ,  security architecture  ,  infrastructure  ,  gateway",1.0
Tata Communications Ltd,7 yrs,Mumbai,"program management  ,  user interaction  ,  graphics  ,  qa  ,  usability  ,  user acceptance testing  ,  e2e  ,  testing  ,  solution delivery  ,  user documentation  ,  individual contributor  ,  it architecture  ,  data mining  ,  test cases  ,  program manager  ,  agile methodology  ,  system testing  ,  uat  ,  multimedia  ,  integration testing",1.0
BOSTON SCIENTIFIC,2 yrs,Ireland,"supervision  ,  action  ,  innovation  ,  problem solving  ,  planning  ,  harness",1.0
Alstom Projects India Ltd.,8 yrs,Bengaluru / Bangalore,"fi  ,  information technology  ,  bw  ,  hana  ,  sap  ,  sap module  ,  infrastructure",1.0
Alstom Projects India Ltd.,6 yrs,Canada,"contractor  ,  boq  ,  site survey  ,  autocad  ,  building  ,  design  ,  electrical  ,  engineering  ,  site management  ,  survey  ,  design review",1.0
Alstom Projects India Ltd.,6 yrs,Canada,"contractor  ,  boq  ,  site survey  ,  autocad  ,  building  ,  design  ,  electrical  ,  engineering  ,  site management  ,  survey  ,  design review",1.0
Alstom Projects India Ltd.,3 yrs,Germany,"sourcing  ,  project procurement  ,  negotiation  ,  supply chain  ,  sourcing strategy  ,  transportation  ,  procurement  ,  rfq",1.0
PUBLICIS GROUPE,15 yrs,Bengaluru / Bangalore,"business rules  ,  software engineering  ,  messaging  ,  business objects  ,  bi  ,  database  ,  crm  ,  access management  ,  infrastructure  ,  forms",1.0
WALMART INDIA,4 yrs,,"sop  ,  safety  ,  worker  ,  emergency response  ,  metal  ,  process improvement  ,  ideas  ,  root cause analysis  ,  ehs  ,  vehicle maintenance  ,  process automation  ,  environmental regulations  ,  ehs training  ,  supervision  ,  operational excellence  ,  innovation  ,  implementation",1.0
WALMART INDIA,8 yrs,,"talent management  ,  communication  ,  decision making  ,  learning  ,  corporate social responsibility  ,  Program Management",1.0
Xpetize Technology Solutions Private Limited,5 yrs,"Pune,  Bengaluru / Bangalore","bi  ,  sap bw  ,  bw  ,  hana  ,  sap  ,  migration  ,  abap",1.0
Fluper Limited,3 yrs,Noida/Greater Noida,"mobile  ,  knockoutjs  ,  javascript  ,  nosql  ,  node.js  ,  database  ,  mysql  ,  api  ,  angularjs  ,  mongodb  ,  gateway",1.0
ConcertAI,8 yrs,,"c    ,  artificial intelligence  ,  asp.net  ,  web api  ,  api  ,  image processing  ,  imaging  ,  .net  ,  algorithms  ,  cuda  ,  docker  ,  git  ,  linux  ,  oops  ,  technical skills  ,  cloud computing  ,  mobile  ,  microsoft azure  ,  windows  ,  infrastructure  ,  gateway",1.0
DODLA DAIRY LTD,3 yrs,Hyderabad/Secunderabad,"bom  ,  hana  ,  master data  ,  sap pp",1.0
alliance recruitment agency,1 yrs,Chennai,"excel  ,  accountant  ,  forecasting  ,  tally erp  ,  tax returns  ,  accounts  ,  accounting",1.0
AMICI CORP,5 yrs,"Delhi,  Delhi/NCR","marketing  ,  customer acquisition  ,   changing search engine",1.0
Sequretek,3 yrs,Mumbai,"hacmp  ,  aix  ,  security  ,  active directory  ,  lvm  ,  virtualization  ,  windows  ,  unix",1.0
You Dedicated,4 yrs,Ahmedabad,"c#  ,  r2  ,  rest  ,  .net developer  ,  problem solving  ,  ajax  ,  jquery  ,  linq  ,  database  ,  java  ,  asp.net  ,  mvc",1.0
crescendo global,12 yrs,"Mumbai,  Delhi,  Delhi/NCR","demand forecasting  ,  supply chain  ,  logistics  ,  supply planning  ,  supply chain planning  ,  inventory optimization",1.0
zf india pvt ltd,8 yrs,Chennai,"testing  ,  manual testing  ,  windows  ,  senior test engineer  ,  test engineer  ,  linux  ,  debugging  ,  test procedures",1.0
Larsen & Toubro Infotech Ltd,6 yrs,Mumbai,"manual tester  ,  software testing  ,  regression testing  ,  istqb  ,  testing  ,  application testing  ,  test manager",1.0
ENVERUS,7 yrs,Bengaluru / Bangalore,"accounts receivable  ,  reports  ,  revenue recognition  ,  accounting  ,  revenue accounting  ,  gaap  ,  profit",1.0
getmyuni,6 yrs,Bengaluru / Bangalore,"editing  ,  web content  ,  content editor  ,  articles",1.0
ivy comptech private limited,8 yrs,Hyderabad/Secunderabad,"oracle  ,  teradata  ,  bi  ,  data warehousing  ,  data architecture  ,  business intelligence  ,  odi  ,  etl  ,  data integration  ,  informatica",1.0
Risk Management Solutions Inc.,7 yrs,Noida/Greater Noida,"database  ,  python  ,  team player  ,  mining",1.0
AMAZON INDIA PVT LTD,3 yrs,Hyderabad/Secunderabad,"accounting  ,  excel  ,  finance  ,  resolve customer problems",1.0
destiny hr group services,4 yrs,"Puri,  Delhi,  Delhi/NCR","android sdk  ,  storage  ,  application performance  ,  java  ,  technical requirements  ,  threading",1.0
InteleANTS Virtual Workforce Private Limited,12 yrs,Chennai,"digital marketing  ,  email marketing  ,  website  ,  medical  ,  marketing  ,  product marketing  ,  campaigns",1.0
TIBCO Software India Pvt Ltd,5 yrs,,"personal skills  ,  content design  ,  instructional design",1.0
elektrobit india private limited,8 yrs,Bengaluru / Bangalore,"test automation  ,  test management  ,  test scripts  ,  test data  ,  security  ,  java  ,  linux  ,  defect management  ,  debugging  ,  test reporting  ,  jira  ,  testing  ,  software test  ,  system testing  ,  infrastructure  ,  agile  ,  sdlc",1.0
Alstom Projects India Ltd.,3 yrs,,"project management  ,  director  ,  project manager  ,  infrastructure",1.0
TECHNOPARK TRIVANDRUM,5 yrs,Cochin/ Kochi/ Ernakulam,"android sdk  ,  web services  ,  application performance  ,  software architecture  ,  java  ,  design patterns  ,  xml  ,  software development  ,  android studio  ,  mobile  ,  android developer",1.0
WRI INDIA,3 yrs,"Mumbai,  Delhi,  Delhi/NCR,  Bengaluru / Bangalore","workforce  ,  communication  ,  mapping  ,  leave policy  ,  health benefits  ,  learning  ,  communication skills  ,  interview  ,  capacity building",1.0
stagebit,3 yrs,Surat,"sales team  ,  business development  ,  business development manager  ,  sales  ,  market  ,  marketing  ,  build  ,  sales  &  marketing  ,  business growth  ,  sales targets",1.0
rackspace technology,8 yrs,Mexico,"sap security  ,  solution manager  ,  j2ee  ,  sap hana  ,  oracle  ,  sybase  ,  sap netweaver  ,  database  ,  security  ,  linux  ,  hana  ,  sap basis administration  ,  sap  ,  os  ,  implementation  ,  windows  ,  consultant  ,  sap basis  ,  migration",1.0
Larsen & Toubro Infotech Ltd,6 yrs,Mumbai,"software testing  ,  regression testing  ,  istqb  ,  testing  ,  application testing  ,  functional testing  ,  test manager  ,  functional tester",1.0
Textron India Pvt Ltd,3 yrs,,"3d modeling  ,  design  ,  industrial design  ,  industrial designer",1.0
Clarivate Analytics,7 yrs,,"oop  ,  security  ,  database  ,  entity framework  ,  linq  ,  react .js  ,  .net",1.0
practo healthcare,5 yrs,Bengaluru / Bangalore,"python  ,  team player  ,  javascript  ,  production support  ,  hl7  ,  java  ,  postgresql  ,  struts  ,  linux  ,  mysql  ,  html  ,  perl  ,  reporting tools",1.0
glan management consultancy pvt. ltd.,5 yrs,Ghaziabad,"c#  ,  algorithms  ,  .net developer  ,  rest api  ,  jquery  ,  java  ,  asp.net  ,  .net  ,  web api  ,  html  ,  mvc  ,  software developer",1.0
Electronic Arts Games  ( India )  Pvt. Ltd.,13 yrs,Hyderabad/Secunderabad,"variance analysis  ,  accounting  ,  commerce  ,  general ledger  ,  audit  ,  games  ,  depreciation  ,  fixed assets  ,  chartered accountant  ,  sox compliance  ,  journal entries  ,  vat  ,  accounting knowledge  ,  reconciliation  ,  excel  ,  gaap  ,  finance",1.0
ea games,13 yrs,Hyderabad/Secunderabad,"variance analysis  ,  accounting  ,  commerce  ,  general ledger  ,  audit  ,  games  ,  depreciation  ,  fixed assets  ,  chartered accountant  ,  sox compliance  ,  journal entries  ,  vat  ,  accounting knowledge  ,  reconciliation  ,  excel  ,  gaap  ,  finance",1.0
barracuda networks india pvt ltd,10 yrs,,"workforce  ,  presentation skills  ,  volunteer  ,  compensation  ,  health benefits",1.0
XYLEM WATER SOLUTIONS INDIA PVT. LTD,2 yrs,,"salesforce  ,  crm  ,  written communication",1.0
Textron India Pvt Ltd,3 yrs,,"production  ,  vehicles  ,  manufacturing  ,  harness",1.0
Textron India Pvt Ltd,8 yrs,,"production  ,  catia  ,  wiring  ,  hydraulic system  ,  hydraulics  ,  safety  ,  hazard analysis  ,  3d modeling  ,  mechanical engineering  ,  technical management  ,  ideas  ,  hydraulic actuator",1.0
Textron India Pvt Ltd,6 yrs,,"vehicles  ,  wiring  ,  manufacturing  ,  prototype  ,  cable manufacturing  ,  plm  ,  siemens  ,  harness  ,  aerospace",1.0
cargo-partner,13 yrs,,"information technology  ,  written communication  ,  leadership skills",1.0
Alstom Projects India Ltd.,3 yrs,,"panels  ,  vehicles  ,  gauges  ,  safety procedures  ,  instruments  ,  manufacturing  ,  action  ,  test technician  ,  innovation  ,  technician  ,  supervisor",1.0
Alstom Projects India Ltd.,3 yrs,Sweden,"salary structure  ,  business partner  ,  hr  ,  workforce planning  ,  recruitment  ,  communication  ,  hr support  ,  employee relations  ,  labour laws  ,  employee engagement  ,  hr management  ,  interview  ,  industrial relations",1.0
RANGAM INFOTECH PVT. LTD.,3 yrs,Mumbai,"administrative duties  ,  incoming mail  ,  management  ,  administrative support  ,  liaison  ,  travel",1.0
BOSTON SCIENTIFIC,8 yrs,,"reports  ,  headcount  ,  accounting  ,  financial planning  ,  reporting  ,  opex  ,  erp  ,  sap  ,  excel  ,  financial reporting  ,  finance  ,  expenses",1.0
Getty Images,8 yrs,Germany,"closing  ,  excel  ,  ms office tools  ,  accounts  ,  internet",1.0
Getty Images,8 yrs,Germany,"closing  ,  excel  ,  ms office tools  ,  accounts  ,  internet",1.0
Getty Images,8 yrs,Germany,"closing  ,  excel  ,  ms office tools  ,  accounts  ,  internet",1.0
Sumo Digital Ltd,3 yrs,Canada,"Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering",1.0
alliance recruitment agency,5 yrs,Dubai,"cpa  ,  audit  ,  auditor  ,  accounting  ,  senior auditor  ,  financial statements",1.0
PROGRESS SOFTWARE,3 yrs,,"rest api  ,  java  ,  git  ,  devops  ,  debugging  ,  problem solving  ,  written communication  ,  infrastructure  ,  .net",1.0
Larsen & Toubro Infotech Ltd,13 yrs,Pune,"it architecture  ,  spring  ,  security  ,  java  ,  json  ,  software engineering  ,  rest  ,  junit  ,  oracle  ,  maven  ,  problem solving  ,  messaging  ,  gradle  ,  infrastructure  ,  oracle rdbms",1.0
Larsen & Toubro Infotech Ltd,8 yrs,Canada,"fundamentals  ,  soa  ,  information technology  ,  hibernate  ,  docker  ,  spring  ,  oop  ,  java  ,  java se  ,  linux  ,  j2ee  ,  software engineering  ,  software engineer  ,  api  ,  cloud computing  ,  oracle rdbms  ,  unix",1.0
Larsen & Toubro Infotech Ltd,13 yrs,,"fundamentals  ,  artificial intelligence  ,  database  ,  hadoop  ,  api  ,  big data  ,  rdbms  ,  sas  ,  machine learning  ,  nosql",1.0
agileinfoways pvt ltd,8 yrs,Ahmedabad,"change management  ,  project management  ,  scrum master  ,  technical project manager  ,  csm",1.0
Textron India Pvt Ltd,3 yrs,,"engineering support  ,  component engineer  ,  environmental regulations  ,  environmental compliance",1.0
Textron India Pvt Ltd,5 yrs,,"modeling  ,  aerodynamics  ,  simulation  ,  engineering  ,  aerospace engineering  ,  flight control  ,  design  ,  tunnel",1.0
rankhigher,5 yrs,Bengaluru / Bangalore,"production  ,  scheduling  ,  action  ,  implementation  ,  process improvement  ,  problem solving  ,  planning",1.0
Olam,3 yrs,Chennai,"lean  ,  action  ,  operational excellence  ,  innovation  ,  process improvement  ,  cutting  ,  fibre",1.0
Merkle Inc.,13 yrs,New York City,"dsp  ,  dcm  ,  salesforce  ,  sem  ,  messaging  ,  forms",1.0
Textron India Pvt Ltd,8 yrs,,"production  ,  vehicles  ,  wiring  ,  manufacturing  ,  prototype  ,  plm  ,  siemens  ,  harness  ,  aerospace",1.0
integreon managed solutions pvt ltd.,3 yrs,Philippines,"commerce  ,  legal  ,  reporting  ,  business services  ,  verbal communication  ,  excel  ,  financial management  ,  annual reports  ,  pricing",1.0
indianmoney,13 yrs,Bengaluru / Bangalore,"python  ,  machine learning  ,  artificial intelligence  ,  nosql  ,  git  ,  mongodb",1.0
Alstom Projects India Ltd.,3 yrs,Belgium,"project manager  ,  project management  ,  infrastructure",1.0
Alstom Projects India Ltd.,3 yrs,Sweden,"salary structure  ,  business partner  ,  hr  ,  workforce planning  ,  recruitment  ,  communication  ,  hr support  ,  employee relations  ,  labour laws  ,  employee engagement  ,  hr management  ,  interview  ,  industrial relations",1.0
